reg_number,contract_info_id,status,customer,price,supplier_name,supplier_inn,supplier_kpp,supplier_address,supplier_phone,supplier_email,customer_group,customer_section,supplier_group,supplier_section,customer_group_name,customer_section_name,supplier_group_name,supplier_section_name
№ 3910206791726000013,108513067,Исполнение завершено,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД КОМБИНИРОВАННОГО ВИДА №4 ""ЛАСТОЧКА"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОДСКОЙ ОКРУГ СИМФЕРОПОЛЬ РЕСПУБЛИКИ КРЫМ",20100.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРЫМСКИЙ МОЛОЧНИК"" (ООО ""КРЫМСКИЙ МОЛОЧНИК"")",9105003421.0,910501001.0,,9105003421,,85,P,10,C,Образование,Образование,Производство пищевых продуктов,Обрабатывающие производства
№ 2420538587026000184,108819461,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КУЗБАССКИЙ КЛИНИЧЕСКИЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР ИМЕНИ М.С. РАППОПОРТА""",207570.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФК ГРАНД КАПИТАЛ"" (ООО ""ФК ГРАНД КАПИТАЛ"")КПП крупнейшегоналогоплательщика:",7729418511.0,771401001.0,,7729418511,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 2320100032725000128,98388490,Исполнение завершено,"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""БРЯНСКФАРМАЦИЯ""",43999200.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬКОРФАРМ"" (ООО ""АЛЬКОРФАРМ"")",7714474016.0,771401001.0,,7714474016,,21,C,21,C,Производство лекарств,Обрабатывающие производства,Производство лекарств,Обрабатывающие производства
№ 2526102285826000016,107910141,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ НИЖЕГОРОДСКОЙ ОБЛАСТИ ""ГОРОДСКАЯ ПОЛИКЛИНИКА № 1 ПРИОКСКОГО РАЙОНА Г. НИЖНЕГО НОВГОРОДА""",245853.85,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НБТ"" (ООО ""НБТ"")",5258138323.0,525701001.0,,5258138323,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 2482500508526000074,108079658,Исполнение завершено,МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ ЛИПЕЦКОЙ ОБЛАСТИ,19084019.57,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФАРМСТАНДАРТ"" (АО ""ФАРМСТАНДАРТ"")КПП крупнейшегоналогоплательщика:",274110679.0,500801001.0,,0274110679,,84,O,21,C,Государственное управление,Государственное управление и безопасность,Производство лекарств,Обрабатывающие производства
№ 2745313582726000672,108685721,Исполнение завершено,МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ ЧЕЛЯБИНСКОЙ ОБЛАСТИ,799800.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РБ ТРЕЙД"" (ООО ""РБ ТРЕЙД"")",3811466976.0,770301001.0,,3811466976,,84,O,46,G,Государственное управление,Государственное управление и безопасность,Оптовая торговля,Торговля оптовая и розничная
№ 3232800558926000268,108837713,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ВЫСЕЛКОВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА ИМЕНИ ЗАСЛУЖЕННОГО ВРАЧА РФ В.Ф. ДОЛГОПОЛОВА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ",37632.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИПАЛ-ОНКО"" (ООО ""МЕДИПАЛ-ОНКО"")",7701213835.0,770101001.0,,7701213835,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 1770865288826000673,109018347,Исполнение завершено,"ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО УЧРЕЖДЕНИЯ ""РОССИЙСКИЙ СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ЦЕНТР"" ПО КРАСНОДАРСКОМУ КРАЮ",598850.0,ГОМЗЯКОВ ДЕНИС ВИКТОРОВИЧ,4520014965.0,,,452001496518,,01,A,IP,IP,Растениеводство и животноводство,"Сельское хозяйство, охота, лесоводство, рыболовство",ИП / Физлицо,ИП / Физлицо
№ 1100600422926000039,108654140,Исполнение завершено,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 1 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО РЕСПУБЛИКЕ КАРЕЛИЯ""",36530.0,ЦЫПИЛЕВА АНАСТАСИЯ АЛЕКСЕЕВНА,1012017216.0,,,101201721670,,84,O,IP,IP,Государственное управление,Государственное управление и безопасность,ИП / Физлицо,ИП / Физлицо
№ 2312402097526000322,108694030,Исполнение завершено,"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""БЕЛГОРОДСКАЯ ОБЛАСТНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА СВЯТИТЕЛЯ ИОАСАФА""",179996.4,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЛАНЦЕТ"" (АО ""ЛАНЦЕТ"")КПП крупнейшегоналогоплательщика:",7718538045.0,770901001.0,,7718538045,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 2366603128625000698,108412470,Исполнение завершено,"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ВОРОНЕЖСКОЙ ОБЛАСТИ ""ВОРОНЕЖСКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ ПОЛИКЛИНИКА № 1""",598.35,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАРМ-ГРУПП"" (ООО ""ФАРМ-ГРУПП"")",3662135238.0,366201001.0,,3662135238,,86,Q,21,C,Здравоохранение,Здравоохранение и социальные услуги,Производство лекарств,Обрабатывающие производства
№ 3614101801925000050,108761419,Исполнение завершено,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ЦЕНТР РАЗВИТИЯ РЕБЁНКА-ДЕТСКИЙ САД № 10,40633.34,РУДНИЦКИЙ ДМИТРИЙ АЛЕКСАНДРОВИЧ,6165117581.0,,,616511758119,,85,P,IP,IP,Образование,Образование,ИП / Физлицо,ИП / Физлицо
№ 2772605038926000141,108734037,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ПСИХИАТРИЧЕСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 1 ИМ. Н. А. АЛЕКСЕЕВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",162550.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАРАНТ-М"" (ООО ""ГАРАНТ-М"")",7716644263.0,503801001.0,,7716644263,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 2372802598326000002,108758463,Исполнение завершено,"ОБЛАСТНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ИВАНОВСКАЯ ОБЛАСТНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""",1500000.0,БУКЕЕВ АЛЕКСЕЙ АНАТОЛЬЕВИЧ,5257002927.0,,,525700292795,,86,Q,IP,IP,Здравоохранение,Здравоохранение и социальные услуги,ИП / Физлицо,ИП / Физлицо
№ 2032647825826000054,108862529,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""МНОГОФУНКЦИОНАЛЬНЫЙ ЦЕНТР РЕСПУБЛИКИ БУРЯТИЯ ПО ПРЕДОСТАВЛЕНИЮ ГОСУДАРСТВЕННЫХ И МУНИЦИПАЛЬНЫХ УСЛУГ""",54900.0,Битехтин Евгений Владимирович,5507008990.0,,,550700899029,,84,O,IP,IP,Государственное управление,Государственное управление и безопасность,ИП / Физлицо,ИП / Физлицо
№ 2631819736726000276,106947796,Исполнение завершено,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ САМАРСКОЙ ОБЛАСТИ ""САМАРАФАРМАЦИЯ""",4274757.3,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАРИОН"" (ООО ""БАРИОН"")",7719481754.0,772401001.0,,7719481754,,21,C,46,G,Производство лекарств,Обрабатывающие производства,Оптовая торговля,Торговля оптовая и розничная
№ 2263300166126000022,106080593,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СТАВРОПОЛЬСКОГО КРАЯ ""СТАВРОПОЛЬСКИЙ КРАЕВОЙ КЛИНИЧЕСКИЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",4621365.0,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФАРМСТАНДАРТ"" (АО ""ФАРМСТАНДАРТ"")КПП крупнейшегоналогоплательщика:",274110679.0,500801001.0,,0274110679,,86,Q,21,C,Здравоохранение,Здравоохранение и социальные услуги,Производство лекарств,Обрабатывающие производства
№ 3210000243925000187,108604833,Исполнение завершено,АДМИНИСТРАЦИЯ ИБРЕСИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ,255200.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕХА"" (ООО ""ВЕХА"")",2105006148.0,210501001.0,,2105006148,,84,O,46,G,Государственное управление,Государственное управление и безопасность,Оптовая торговля,Торговля оптовая и розничная
№ 2773378145326000055,108887902,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АВТОМОБИЛЬНЫЕ ДОРОГИ СЕВЕРО-ЗАПАДНОГО АДМИНИСТРАТИВНОГО ОКРУГА""",791120.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МСК"" (ООО ""МСК"")",5024204740.0,502401001.0,,5024204740,,81,N,46,G,Обслуживание зданий и территорий,Административная деятельность,Оптовая торговля,Торговля оптовая и розничная
№ 2780400690426000057,108694089,Исполнение завершено,"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ ПОЛИКЛИНИКА № 54""",101000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФОРТОНФАРМА"" (ООО ""ФОРТОНФАРМА"")",7806469464.0,780601001.0,,7806469464,,86,Q,21,C,Здравоохранение,Здравоохранение и социальные услуги,Производство лекарств,Обрабатывающие производства
№ 3170800305726000006,108624662,Исполнение завершено,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АК-ЧЫРААНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ОВЮРСКОГО КОЖУУНА""",32200.0,ШАРАТАЙ БУДДИМА МОНГУН-ООЛОВНА,1708009515.0,,,170800951563,,85,P,46,G,Образование,Образование,Оптовая торговля,Торговля оптовая и розничная
№ 3614101801925000047,108710235,Исполнение завершено,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ЦЕНТР РАЗВИТИЯ РЕБЁНКА-ДЕТСКИЙ САД № 10,124751.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ ""АККОРД"" (ООО ""КОМПАНИЯ ""АККОРД"")",6166065363.0,616601001.0,,6166065363,,85,P,46,G,Образование,Образование,Оптовая торговля,Торговля оптовая и розничная
№ 1781308525026000245,108658547,Исполнение завершено,"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКОЙ КЛИНИЧЕСКИЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",940800.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БСС"" (ООО ""БСС"")",7810687137.0,781401001.0,,7810687137,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 2632001112226000007,108434593,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ САМАРСКОЙ ОБЛАСТИ ""ТОЛЬЯТТИНСКИЙ ДОМ-ИНТЕРНАТ ДЛЯ ПРЕСТАРЕЛЫХ, ИНВАЛИДОВ""",867142.5,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭН-КОМ"" (ООО ""ЭН-КОМ"")",6321445490.0,632101001.0,,6321445490,,87,Q,46,G,Уход с обеспечением проживания,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 2183503379126000109,108581099,Исполнение завершено,"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ  УДМУРТСКОЙ РЕСПУБЛИКИ ""РЕСПУБЛИКАНСКИЙ КЛИНИЧЕСКИЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР ИМЕНИ СЕРГЕЯ ГРИГОРЬЕВИЧА ПРИМУШКО МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ УДМУРТСКОЙ РЕСПУБЛИКИ""",160564.8,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИПАЛ-ОНКО"" (ООО ""МЕДИПАЛ-ОНКО"")КПП крупнейшегоналогоплательщика:",7701213835.0,770101001.0,,7701213835,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 2272404126026000135,108064843,Исполнение завершено,"КРАЕВОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""МЕДИЦИНСКИЙ ИНФОРМАЦИОННО-АНАЛИТИЧЕСКИЙ ЦЕНТР"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ ХАБАРОВСКОГО КРАЯ",102600.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРИЕСТА"" (ООО ""ТРИЕСТА"")",7843014747.0,781401001.0,,7843014747,,84,O,46,G,Государственное управление,Государственное управление и безопасность,Оптовая торговля,Торговля оптовая и розничная
№ 3680300082725000044,109200580,Исполнение завершено,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЖЕРДЕВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""",192719.34,СУЛЕЙМАНОВА АЙШАТ ИБРАГИМОВНА,545035044.0,,,054503504451,,85,P,IP,IP,Образование,Образование,ИП / Физлицо,ИП / Физлицо
№ 1665807569426000042,109136170,Исполнение завершено,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 2 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ""",640640.0,СИТНИКОВА ЕЛЕНА НИКОЛАЕВНА,6604065711.0,,,660406571120,,84,O,IP,IP,Государственное управление,Государственное управление и безопасность,ИП / Физлицо,ИП / Физлицо
№ 2772605038926000153,108854466,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ПСИХИАТРИЧЕСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 1 ИМ. Н. А. АЛЕКСЕЕВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",171164.6,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАРАНТ-М"" (ООО ""ГАРАНТ-М"")",7716644263.0,503801001.0,,7716644263,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 2470303270122000352,74809258,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ЛЕНИНГРАДСКОЙ ОБЛАСТИ ""ВСЕВОЛОЖСКАЯ КЛИНИЧЕСКАЯ МЕЖРАЙОННАЯ БОЛЬНИЦА""",3000000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИТИЛАБСЕРВИС"" (ООО ""СЛС"")",7841330835.0,780101001.0,,7841330835,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 2270601814826000030,108684638,Исполнение завершено,"КРАЕВОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ОРГАНИЗАЦИЯ, ОСУЩЕСТВЛЯЮЩАЯ ОБУЧЕНИЕ, ДЛЯ ДЕТЕЙ-СИРОТ И ДЕТЕЙ, ОСТАВШИХСЯ БЕЗ ПОПЕЧЕНИЯ РОДИТЕЛЕЙ ""ДЕТСКИЙ ДОМ № 12""",76752.8,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИР УПАКОВКИ"" (ООО ""МИР УПАКОВКИ"")",2721066643.0,272101001.0,,2721066643,,84,O,46,G,Государственное управление,Государственное управление и безопасность,Оптовая торговля,Торговля оптовая и розничная
№ 3170800305726000008,108624651,Исполнение завершено,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АК-ЧЫРААНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ОВЮРСКОГО КОЖУУНА""",64480.0,ШАРАТАЙ БУДДИМА МОНГУН-ООЛОВНА,1708009515.0,,,170800951563,,85,P,46,G,Образование,Образование,Оптовая торговля,Торговля оптовая и розничная
№ 1771202031325000038,100288713,Исполнение завершено,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ОРИГИНАЛЬНЫХ И ПЕРСПЕКТИВНЫХ БИОМЕДИЦИНСКИХ И ФАРМАЦЕВТИЧЕСКИХ ТЕХНОЛОГИЙ""",1865629.8,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ ""ПАНЭКО"" (ООО ""КОМПАНИЯ ""ПАНЭКО"")",7723613788.0,772401001.0,,7723613788,,21,C,46,G,Производство лекарств,Обрабатывающие производства,Оптовая торговля,Торговля оптовая и розничная
№ 3910206791726000009,108470709,Исполнение завершено,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД КОМБИНИРОВАННОГО ВИДА №4 ""ЛАСТОЧКА"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОДСКОЙ ОКРУГ СИМФЕРОПОЛЬ РЕСПУБЛИКИ КРЫМ",10435.0,МАКАРЕНКО СЕРГЕЙ НИКОЛАЕВИЧ,9110000541.0,,,911000054104,,85,P,IP,IP,Образование,Образование,ИП / Физлицо,ИП / Физлицо
№ 2032647825826000056,108937988,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""МНОГОФУНКЦИОНАЛЬНЫЙ ЦЕНТР РЕСПУБЛИКИ БУРЯТИЯ ПО ПРЕДОСТАВЛЕНИЮ ГОСУДАРСТВЕННЫХ И МУНИЦИПАЛЬНЫХ УСЛУГ""",30000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФРИКОМ-СЕТИ"" (ООО ""ФРИКОМ-СЕТИ"")",326009009.0,32601001.0,,0326009009,,84,O,46,G,Государственное управление,Государственное управление и безопасность,Оптовая торговля,Торговля оптовая и розничная
№ 2372802598326000037,107222987,Исполнение завершено,"ОБЛАСТНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ИВАНОВСКАЯ ОБЛАСТНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""",554950.5,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАРМАЦИЯ"" (ООО ""ФАРМАЦИЯ"")",3303036770.0,330301001.0,,3303036770,,86,Q,21,C,Здравоохранение,Здравоохранение и социальные услуги,Производство лекарств,Обрабатывающие производства
№ 2782605181226000009,108750954,Исполнение завершено,ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 287 АДМИРАЛТЕЙСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА,26856.7,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""НЕОПРИНТ"" (ООО ""НПО ""НЕОПРИНТ"")",7841345341.0,470301001.0,,7841345341,,85,P,46,G,Образование,Образование,Оптовая торговля,Торговля оптовая и розничная
№ 3680300082725000042,109200730,Исполнение завершено,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЖЕРДЕВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""",26626.54,ТИХОНОВ ОЛЕГ ОЛЕГОВИЧ,5835048237.0,,,583504823719,,85,P,IP,IP,Образование,Образование,ИП / Физлицо,ИП / Физлицо
№ 3470301898626000010,108748645,Исполнение завершено,"МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ""ЯНИНСКИЙ ЦЕНТР ОБРАЗОВАНИЯ""",154132.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУССКОЕ СЛОВО-УЧЕБНИК"" (ООО ""РУССКОЕ СЛОВО-УЧЕБНИК"")",7729656731.0,772901001.0,,7729656731,,85,P,58,J,Образование,Образование,Издательская деятельность,Информация и связь
№ 3210000243925000182,108050829,Исполнение завершено,АДМИНИСТРАЦИЯ ИБРЕСИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ,407000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРМАШ"" (ООО ""ДОРМАШ"")",2105006363.0,210501001.0,,2105006363,,84,O,46,G,Государственное управление,Государственное управление и безопасность,Оптовая торговля,Торговля оптовая и розничная
№ 2745313582725002141,106398445,Исполнение завершено,МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ ЧЕЛЯБИНСКОЙ ОБЛАСТИ,4720783.8,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОБЛАСТНОЙ АПТЕЧНЫЙ СКЛАД"" (АО ""ОАС"")",7451344670.0,744801001.0,,7451344670,,84,O,52,H,Государственное управление,Государственное управление и безопасность,Складское хозяйство,Транспортировка и хранение
№ 2263300166126000053,106376525,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СТАВРОПОЛЬСКОГО КРАЯ ""СТАВРОПОЛЬСКИЙ КРАЕВОЙ КЛИНИЧЕСКИЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",4738653.92,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРХИМЕД"" (ООО ""АРХИМЕД"")",5024033830.0,502401001.0,,5024033830,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
