reg_number,contract_info_id,status,customer,price,supplier_name,supplier_inn,supplier_kpp,supplier_address,supplier_phone,supplier_email
№ 3745315734826000006,108066656,Исполнение завершено,УПРАВЛЕНИЕ МУНИЦИПАЛЬНЫХ ЗАКУПОК АДМИНИСТРАЦИИ ГОРОДА ЧЕЛЯБИНСКА,86200.0,ГАРНОВА МАРИЯ ВАЛЕРЬЕВНА,7451096080,,,745109608030,
№ 3210000243925000189,108604391,Исполнение завершено,АДМИНИСТРАЦИЯ ИБРЕСИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ,508200.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕХА"" (ООО ""ВЕХА"")",2105006148,210501001,,2105006148,
№ 3352807280226000012,108962550,Исполнение завершено,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЧЕРЕПОВЕЦКИЙ МОЛОДЕЖНЫЙ ЦЕНТР""",57500.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТИПОГРАФИЯ ПЕЧАТНИК САВВА"" (ООО ""ТИПОГРАФИЯ ПЕЧАТНИК САВВА"")",3525398411,352501001,,3525398411,
№ 2423003427325000098,107704253,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЮРГИНСКАЯ ГОРОДСКАЯ БОЛЬНИЦА""",1023010.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЫМПЕЛ"" (ООО ""ВЫМПЕЛ"")",7017456010,701701001,,7017456010,
№ 2781329364526000001,106219979,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НЕТИПОВОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АКАДЕМИЯ ТЕХНИЧЕСКОГО ТВОРЧЕСТВА И ЦИФРОВЫХ ТЕХНОЛОГИЙ"" САНКТ-ПЕТЕРБУРГА",171012.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦИАЛИЗИРОВАННЫЙ ЦЕНТР ПРАВОВОЙ ИНФОРМАЦИИ ПРАВОВЕСТ"" (ООО ""СЦПИ ПРАВОВЕСТ"")",7701184824,770101001,,7701184824,
№ 3680300082725000044,109200580,Исполнение завершено,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЖЕРДЕВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""",192719.34,СУЛЕЙМАНОВА АЙШАТ ИБРАГИМОВНА,0545035044,,,054503504451,
№ 1665807569426000042,109136170,Исполнение завершено,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 2 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ""",640640.0,СИТНИКОВА ЕЛЕНА НИКОЛАЕВНА,6604065711,,,660406571120,
№ 2772605038926000153,108854466,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ПСИХИАТРИЧЕСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 1 ИМ. Н. А. АЛЕКСЕЕВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",171164.6,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАРАНТ-М"" (ООО ""ГАРАНТ-М"")",7716644263,503801001,,7716644263,
№ 2470303270122000352,74809258,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ЛЕНИНГРАДСКОЙ ОБЛАСТИ ""ВСЕВОЛОЖСКАЯ КЛИНИЧЕСКАЯ МЕЖРАЙОННАЯ БОЛЬНИЦА""",3000000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИТИЛАБСЕРВИС"" (ООО ""СЛС"")",7841330835,780101001,,7841330835,
№ 2270601814826000030,108684638,Исполнение завершено,"КРАЕВОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ОРГАНИЗАЦИЯ, ОСУЩЕСТВЛЯЮЩАЯ ОБУЧЕНИЕ, ДЛЯ ДЕТЕЙ-СИРОТ И ДЕТЕЙ, ОСТАВШИХСЯ БЕЗ ПОПЕЧЕНИЯ РОДИТЕЛЕЙ ""ДЕТСКИЙ ДОМ № 12""",76752.8,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИР УПАКОВКИ"" (ООО ""МИР УПАКОВКИ"")",2721066643,272101001,,2721066643,
№ 3170800305726000008,108624651,Исполнение завершено,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АК-ЧЫРААНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ОВЮРСКОГО КОЖУУНА""",64480.0,ШАРАТАЙ БУДДИМА МОНГУН-ООЛОВНА,1708009515,,,170800951563,
№ 1771202031325000038,100288713,Исполнение завершено,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ОРИГИНАЛЬНЫХ И ПЕРСПЕКТИВНЫХ БИОМЕДИЦИНСКИХ И ФАРМАЦЕВТИЧЕСКИХ ТЕХНОЛОГИЙ""",1865629.8,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ ""ПАНЭКО"" (ООО ""КОМПАНИЯ ""ПАНЭКО"")",7723613788,772401001,,7723613788,
№ 3910206791726000009,108470709,Исполнение завершено,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД КОМБИНИРОВАННОГО ВИДА №4 ""ЛАСТОЧКА"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОДСКОЙ ОКРУГ СИМФЕРОПОЛЬ РЕСПУБЛИКИ КРЫМ",10435.0,МАКАРЕНКО СЕРГЕЙ НИКОЛАЕВИЧ,9110000541,,,911000054104,
№ 2032647825826000056,108937988,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""МНОГОФУНКЦИОНАЛЬНЫЙ ЦЕНТР РЕСПУБЛИКИ БУРЯТИЯ ПО ПРЕДОСТАВЛЕНИЮ ГОСУДАРСТВЕННЫХ И МУНИЦИПАЛЬНЫХ УСЛУГ""",30000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФРИКОМ-СЕТИ"" (ООО ""ФРИКОМ-СЕТИ"")",0326009009,032601001,,0326009009,
№ 2372802598326000037,107222987,Исполнение завершено,"ОБЛАСТНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ИВАНОВСКАЯ ОБЛАСТНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""",554950.5,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАРМАЦИЯ"" (ООО ""ФАРМАЦИЯ"")",3303036770,330301001,,3303036770,
№ 2782605181226000009,108750954,Исполнение завершено,ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 287 АДМИРАЛТЕЙСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА,26856.7,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""НЕОПРИНТ"" (ООО ""НПО ""НЕОПРИНТ"")",7841345341,470301001,,7841345341,
№ 3680300082725000042,109200730,Исполнение завершено,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЖЕРДЕВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""",26626.54,ТИХОНОВ ОЛЕГ ОЛЕГОВИЧ,5835048237,,,583504823719,
№ 3470301898626000010,108748645,Исполнение завершено,"МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ""ЯНИНСКИЙ ЦЕНТР ОБРАЗОВАНИЯ""",154132.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУССКОЕ СЛОВО-УЧЕБНИК"" (ООО ""РУССКОЕ СЛОВО-УЧЕБНИК"")",7729656731,772901001,,7729656731,
№ 3210000243925000182,108050829,Исполнение завершено,АДМИНИСТРАЦИЯ ИБРЕСИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ,407000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРМАШ"" (ООО ""ДОРМАШ"")",2105006363,210501001,,2105006363,
№ 2745313582725002141,106398445,Исполнение завершено,МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ ЧЕЛЯБИНСКОЙ ОБЛАСТИ,4720783.8,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОБЛАСТНОЙ АПТЕЧНЫЙ СКЛАД"" (АО ""ОАС"")",7451344670,744801001,,7451344670,
№ 2263300166126000053,106376525,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СТАВРОПОЛЬСКОГО КРАЯ ""СТАВРОПОЛЬСКИЙ КРАЕВОЙ КЛИНИЧЕСКИЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",4738653.92,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРХИМЕД"" (ООО ""АРХИМЕД"")",5024033830,502401001,,5024033830,
№ 1781308525026000236,108565308,Исполнение завершено,"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКОЙ КЛИНИЧЕСКИЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",1056112.37,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИМКОМ"" (ООО ""МЕДИМКОМ"")",7810308251,781401001,,7810308251,
№ 2482500508526000087,108170976,Исполнение завершено,МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ ЛИПЕЦКОЙ ОБЛАСТИ,11920600.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФК ГРАНД КАПИТАЛ"" (ООО ""ФК ГРАНД КАПИТАЛ"")КПП крупнейшегоналогоплательщика:",7729418511,771401001,,7729418511,
№ 1771202031325000107,102088742,Исполнение завершено,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ОРИГИНАЛЬНЫХ И ПЕРСПЕКТИВНЫХ БИОМЕДИЦИНСКИХ И ФАРМАЦЕВТИЧЕСКИХ ТЕХНОЛОГИЙ""",569000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОМИОН"" (ООО ""ДОМИОН"")",7325101188,732501001,,7325101188,
№ 2470303270123000309,88555886,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ЛЕНИНГРАДСКОЙ ОБЛАСТИ ""ВСЕВОЛОЖСКАЯ КЛИНИЧЕСКАЯ МЕЖРАЙОННАЯ БОЛЬНИЦА""",494521.68,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ПО ОБРАЩЕНИЮ С ОТХОДАМИ В ЛЕНИНГРАДСКОЙ ОБЛАСТИ"" (АО ""УК ПО ОБРАЩЕНИЮ С ОТХОДАМИ В ЛЕНИНГРАДСКОЙ ОБЛАСТИ"")",4704077078,470401001,,4704077078,
№ 2442900140025000003,97387556,Исполнение завершено,"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЧУХЛОМСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",186967.44,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОЛИГОН"" (ООО ""ПОЛИГОН"")",4403005619,440301001,,4403005619,
№ 2263502842926000074,107267861,Исполнение завершено,"ФИЛИАЛ ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""СТАВРОПОЛЬСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДАГОГИЧЕСКИЙ ИНСТИТУТ"" В Г. ЖЕЛЕЗНОВОДСКЕ",670000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЧАСТНОЕ ОХРАННОЕ ПРЕДПРИЯТИЕ ""СТАТУС"" (ООО ЧОП ""СТАТУС"")",2626014814,262601001,,2626014814,
№ 3680300082725000043,109200435,Исполнение завершено,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЖЕРДЕВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""",19948.67,ТИХОНОВ ОЛЕГ ОЛЕГОВИЧ,5835048237,,,583504823719,
№ 2592103592025000524,105578686,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ПЕРМСКОГО КРАЯ ""ЧУСОВСКАЯ БОЛЬНИЦА ИМЕНИ В.Г. ЛЮБИМОВА""",1610994.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИАС"" (ООО ""МЕДИАС"")",5903031337,590301001,,5903031337,
№ 3910206791726000013,108513067,Исполнение завершено,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД КОМБИНИРОВАННОГО ВИДА №4 ""ЛАСТОЧКА"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОДСКОЙ ОКРУГ СИМФЕРОПОЛЬ РЕСПУБЛИКИ КРЫМ",20100.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРЫМСКИЙ МОЛОЧНИК"" (ООО ""КРЫМСКИЙ МОЛОЧНИК"")",9105003421,910501001,,9105003421,
№ 2420538587026000184,108819461,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КУЗБАССКИЙ КЛИНИЧЕСКИЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР ИМЕНИ М.С. РАППОПОРТА""",207570.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФК ГРАНД КАПИТАЛ"" (ООО ""ФК ГРАНД КАПИТАЛ"")КПП крупнейшегоналогоплательщика:",7729418511,771401001,,7729418511,
№ 2320100032725000128,98388490,Исполнение завершено,"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""БРЯНСКФАРМАЦИЯ""",43999200.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬКОРФАРМ"" (ООО ""АЛЬКОРФАРМ"")",7714474016,771401001,,7714474016,
№ 2526102285826000016,107910141,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ НИЖЕГОРОДСКОЙ ОБЛАСТИ ""ГОРОДСКАЯ ПОЛИКЛИНИКА № 1 ПРИОКСКОГО РАЙОНА Г. НИЖНЕГО НОВГОРОДА""",245853.85,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НБТ"" (ООО ""НБТ"")",5258138323,525701001,,5258138323,
№ 2482500508526000074,108079658,Исполнение завершено,МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ ЛИПЕЦКОЙ ОБЛАСТИ,19084019.57,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФАРМСТАНДАРТ"" (АО ""ФАРМСТАНДАРТ"")КПП крупнейшегоналогоплательщика:",0274110679,500801001,,0274110679,
№ 2745313582726000672,108685721,Исполнение завершено,МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ ЧЕЛЯБИНСКОЙ ОБЛАСТИ,799800.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РБ ТРЕЙД"" (ООО ""РБ ТРЕЙД"")",3811466976,770301001,,3811466976,
№ 3232800558926000268,108837713,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ВЫСЕЛКОВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА ИМЕНИ ЗАСЛУЖЕННОГО ВРАЧА РФ В.Ф. ДОЛГОПОЛОВА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ",37632.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИПАЛ-ОНКО"" (ООО ""МЕДИПАЛ-ОНКО"")",7701213835,770101001,,7701213835,
№ 1770865288826000673,109018347,Исполнение завершено,"ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО УЧРЕЖДЕНИЯ ""РОССИЙСКИЙ СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ЦЕНТР"" ПО КРАСНОДАРСКОМУ КРАЮ",598850.0,ГОМЗЯКОВ ДЕНИС ВИКТОРОВИЧ,4520014965,,,452001496518,
№ 3210000243925000178,108655022,Исполнение завершено,АДМИНИСТРАЦИЯ ИБРЕСИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ,110330.0,"КОЛЛЕКТИВНОЕ ХОЗЯЙСТВО "" ПУТИЛОВКА "" (КОЛХОЗ "" ПУТИЛОВКА "")",2105000442,210501001,,2105000442,
№ 2272404126026000137,108065391,Исполнение завершено,"КРАЕВОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""МЕДИЦИНСКИЙ ИНФОРМАЦИОННО-АНАЛИТИЧЕСКИЙ ЦЕНТР"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ ХАБАРОВСКОГО КРАЯ",102600.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРИЕСТА"" (ООО ""ТРИЕСТА"")",7843014747,781401001,,7843014747,
№ 3222301184225000077,104831661,Исполнение завершено,АДМИНИСТРАЦИЯ ЛЕНИНСКОГО РАЙОНА ГОРОДА БАРНАУЛА,199199.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАРДЭКСПРЕСС БАРНАУЛ"" (ООО ""КЭ БАРНАУЛ"")",2225132384,222301001,,2225132384,
№ 2482500508526000083,108043643,Исполнение завершено,МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ ЛИПЕЦКОЙ ОБЛАСТИ,960396.08,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭСБИЭС ФАРМАСИ"" (ООО ""ЭСБИЭС ФАРМАСИ"")",3123321867,312301001,,3123321867,
№ 2631819736725004702,105857411,Исполнение завершено,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ САМАРСКОЙ ОБЛАСТИ ""САМАРАФАРМАЦИЯ""",2016511.2,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАРАНТ-М"" (ООО ""ГАРАНТ-М"")",7716644263,503801001,,7716644263,
№ 3230404176425000003,108928321,Исполнение завершено,УПРАВЛЕНИЕ СТРОИТЕЛЬСТВА АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД-КУРОРТ ГЕЛЕНДЖИК,629480.63,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЧАСТНАЯ ОХРАННАЯ ОРГАНИЗАЦИЯ ""БОЕЦ"" (ООО ЧОО ""БОЕЦ"")",0107025135,010701001,,0107025135,
№ 3220500339826000029,108964800,Исполнение завершено,АДМИНИСТРАЦИЯ ГОРОДА ЗАРИНСКА АЛТАЙСКОГО КРАЯ,131075.0,ХАРИНЦЕВА НАТАЛЬЯ АНДРЕЕВНА,6604073441,,,660407344169,
№ 3631585641326000026,109038912,Исполнение завершено,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА САМАРА ""ЦЕНТР ИНФОРМАЦИОННО-ХОЗЯЙСТВЕННОГО ОБЕСПЕЧЕНИЯ""",50942.8,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕГА-ОПТ"" (ООО ""ВЕГА-ОПТ"")",6311177210,631101001,,6311177210,
№ 1781308525026000262,108961399,Исполнение завершено,"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКОЙ КЛИНИЧЕСКИЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",351325.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИМКОМ"" (ООО ""МЕДИМКОМ"")",7810308251,781401001,,7810308251,
№ 2222200663126000036,109074639,Исполнение завершено,"КРАЕВОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ДЕТСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА № 9, Г. БАРНАУЛ""",44250.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИСКРАЛАЙФ"" (ООО ""ИСКРАЛАЙФ"")",2221208956,222101001,,2221208956,
№ 2263300166125001332,105068659,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СТАВРОПОЛЬСКОГО КРАЯ ""СТАВРОПОЛЬСКИЙ КРАЕВОЙ КЛИНИЧЕСКИЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",4794882.4,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МТК"" (ООО ""МТК"")",9714054047,773101001,,9714054047,
№ 2482500508526000086,108169652,Исполнение завершено,МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ ЛИПЕЦКОЙ ОБЛАСТИ,1041348.0,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БИОКАД"" (АО ""БИОКАД"")КПП крупнейшегоналогоплательщика:",5024048000,781901001,,5024048000,
№ 2781479211824000008,109208670,Исполнение завершено,ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД № 39 ПРИМОРСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА,121313.55,"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА"" (ГУП ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА"")",7830000426,784201001,,7830000426,
№ 3745315734826000006,108066656,Исполнение завершено,УПРАВЛЕНИЕ МУНИЦИПАЛЬНЫХ ЗАКУПОК АДМИНИСТРАЦИИ ГОРОДА ЧЕЛЯБИНСКА,86200.0,ГАРНОВА МАРИЯ ВАЛЕРЬЕВНА,7451096080,,,745109608030,
№ 3210000243925000189,108604391,Исполнение завершено,АДМИНИСТРАЦИЯ ИБРЕСИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ЧУВАШСКОЙ РЕСПУБЛИКИ,508200.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕХА"" (ООО ""ВЕХА"")",2105006148,210501001,,2105006148,
